Variable1,Variable2,Correlation Coefficient,p.value,p.adjusted,Method
Creatinine,hsa-miR-1-3p,0.06339820155509866,0.28731683361484583,0.7596720170153279,Kendall
ALAT,hsa-miR-1-3p,0.14394025482003767,0.015501579096010827,0.36085783584917186,Kendall
ASAT,hsa-miR-1-3p,0.14834757417377586,0.0135143180689517,0.3447872710220945,Kendall
Glucose,hsa-miR-1-3p,0.004829699779686236,0.9356531863995512,0.9894230671522027,Kendall
HbA1c,hsa-miR-1-3p,-0.0699384486111886,0.3628396659628374,0.8126144939358018,Kendall
Target_fibrotic,hsa-miR-1-3p,-0.09010914559387476,0.34510956128331444,0.8017574011869193,Kendall
Target_lipidic,hsa-miR-1-3p,-0.058943576441106045,0.5368517835743851,0.8901970392766195,Kendall
Target_necrotic,hsa-miR-1-3p,0.1131800292304944,0.23582119548864158,0.7195220240757608,Kendall
Target_Calcific,hsa-miR-1-3p,0.07926894762769433,0.406233805110795,0.8315947547580669,Kendall
Age,hsa-miR-100-5p,0.0552236498460742,0.348352682063113,0.8045287348969975,Kendall
BMI,hsa-miR-100-5p,-0.06290531923888998,0.27857238743891544,0.7523604522759093,Kendall
WBC,hsa-miR-100-5p,-0.10066497402227638,0.08303816245935554,0.5488427051998499,Kendall
RBC,hsa-miR-100-5p,-0.1536632950983949,0.008111659703025381,0.2709952634507362,Kendall
HGB,hsa-miR-100-5p,-0.11663805473628241,0.046061899384412866,0.4745578477887261,Kendall
HCT,hsa-miR-100-5p,-0.12546756124192504,0.031065342567363246,0.4346428037728565,Kendall
PLT,hsa-miR-100-5p,0.002160877697717866,0.9702981011186699,0.9938692956623455,Kendall
NE_abs,hsa-miR-100-5p,-0.08072092531779147,0.16591854858873104,0.6500602038054134,Kendall
LY_abs,hsa-miR-100-5p,0.016689723305883704,0.7768588319354139,0.9622376612787503,Kendall
MO_abs,hsa-miR-100-5p,-0.02998480149016163,0.6232412975747255,0.918637639999598,Kendall
Eo_Abs,hsa-miR-100-5p,0.07286501910906228,0.25077820787145494,0.7318302743435174,Kendall
Total_cholesterol,hsa-miR-100-5p,0.02102772697648134,0.7165998494647661,0.953552863532453,Kendall
LDL,hsa-miR-100-5p,-0.030749373439986856,0.5957246455180378,0.9090277710075864,Kendall
HDL,hsa-miR-100-5p,0.10914599800688535,0.06030545950620674,0.5058157007948602,Kendall
TG,hsa-miR-100-5p,-0.09122815324896946,0.11569574659411473,0.601597495472261,Kendall
Creatinine,hsa-miR-100-5p,-0.11933221880382637,0.041041275807853425,0.46227936467653946,Kendall
ALAT,hsa-miR-100-5p,-0.01953989703279371,0.7374805337187803,0.9566585611439493,Kendall
ASAT,hsa-miR-100-5p,0.0380838968143629,0.51772527910158,0.8858478650263494,Kendall
Glucose,hsa-miR-100-5p,0.019450415844639725,0.7401254376855793,0.9566585611439493,Kendall
HbA1c,hsa-miR-100-5p,-0.04878145606937973,0.5130902861690358,0.8842046262527693,Kendall
Target_fibrotic,hsa-miR-100-5p,0.16053059003546072,0.07899265037121106,0.5419336411921333,Kendall
Target_lipidic,hsa-miR-100-5p,-0.06232364083729651,0.49526486972726697,0.8758061305909824,Kendall
Target_necrotic,hsa-miR-100-5p,-0.17632413122117085,0.05375342412764768,0.493353477108207,Kendall
Target_Calcific,hsa-miR-100-5p,-0.1189814961439297,0.1929431372289188,0.6831791315707995,Kendall
Age,hsa-miR-101-3p,-0.15652456350613705,0.007694615787170338,0.2663342389046698,Kendall
BMI,hsa-miR-101-3p,-0.03146564073888322,0.5868244852646951,0.9044634268299888,Kendall
WBC,hsa-miR-101-3p,0.07017768466275844,0.2256606796463398,0.7143826074894415,Kendall
RBC,hsa-miR-101-3p,0.13100668658214878,0.023629405404716138,0.40238297379084187,Kendall
HGB,hsa-miR-101-3p,0.10651460147345161,0.0677634877710094,0.5274676606975518,Kendall
HCT,hsa-miR-101-3p,0.07896408664452158,0.17361301620873124,0.661554090715395,Kendall
PLT,hsa-miR-101-3p,0.039963493256949985,0.48990228478628767,0.8751159070560035,Kendall
NE_abs,hsa-miR-101-3p,0.05559883061635045,0.3386579447729543,0.7992948906466807,Kendall
LY_abs,hsa-miR-101-3p,-0.048057304874168094,0.4132021435917181,0.8361152658812439,Kendall
MO_abs,hsa-miR-101-3p,-0.015577182974959644,0.7980291566693499,0.964626193016168,Kendall
Eo_Abs,hsa-miR-101-3p,0.032560949256678434,0.6068373278098735,0.9130803630382569,Kendall
Total_cholesterol,hsa-miR-101-3p,-0.04762673244566207,0.4097139704788751,0.8337104368267332,Kendall
LDL,hsa-miR-101-3p,0.004840533910164887,0.93325996553975,0.9889579273425207,Kendall
HDL,hsa-miR-101-3p,-0.13308256171611305,0.02163703355402285,0.3953206554910063,Kendall
TG,hsa-miR-101-3p,0.06361345702756524,0.2713905542419323,0.745022222750514,Kendall
Creatinine,hsa-miR-101-3p,0.028197706020584988,0.6283328954609704,0.918637639999598,Kendall
ALAT,hsa-miR-101-3p,0.08485064943347821,0.14444070632070158,0.6288922788476564,Kendall
ASAT,hsa-miR-101-3p,0.03589013492247195,0.5410463421261988,0.8926106090505123,Kendall
Glucose,hsa-miR-101-3p,0.0705948852601107,0.2273999560649442,0.7148391117492577,Kendall
HbA1c,hsa-miR-101-3p,-0.06198576783039592,0.40424001075909727,0.8304657298924119,Kendall
Target_fibrotic,hsa-miR-101-3p,0.013170278640512064,0.8850477097314031,0.9793936947984034,Kendall
Target_lipidic,hsa-miR-101-3p,-0.028222025658240137,0.7567129624875075,0.9582516085404255,Kendall
Target_necrotic,hsa-miR-101-3p,0.012547053911991004,0.8904836858529961,0.9804988415861603,Kendall
Target_Calcific,hsa-miR-101-3p,-0.018187527646421422,0.8417551305574105,0.9690960486433804,Kendall
Age,hsa-miR-10399-5p,0.02461609030617636,0.7201128546972866,0.9542065658352192,Kendall
BMI,hsa-miR-10399-5p,-0.1824340717769002,0.007063566148082493,0.2520924540310477,Kendall
WBC,hsa-miR-10399-5p,-0.08145728617555217,0.22921802884826414,0.7148391117492577,Kendall
RBC,hsa-miR-10399-5p,-0.14362852326470993,0.033897837590822454,0.4346428037728565,Kendall
HGB,hsa-miR-10399-5p,-0.10568175191863836,0.12129873969800774,0.607198923720841,Kendall
HCT,hsa-miR-10399-5p,-0.06879836242126322,0.3107984452796872,0.7818771698635811,Kendall
PLT,hsa-miR-10399-5p,0.07286852494315149,0.2817569548361331,0.7533935966270515,Kendall
NE_abs,hsa-miR-10399-5p,-0.08095775726166868,0.23360568734425696,0.7152745692187557,Kendall
LY_abs,hsa-miR-10399-5p,-9.847534135980784e-4,0.9885637581682304,0.9984941719598807,Kendall
MO_abs,hsa-miR-10399-5p,-0.08077903850269251,0.2567645726195998,0.7387612264844625,Kendall
Eo_Abs,hsa-miR-10399-5p,0.12870153413410848,0.08225762862206297,0.5474304791775553,Kendall
Total_cholesterol,hsa-miR-10399-5p,0.21257263326057324,0.0016556206192914077,0.15404014519342024,Kendall
LDL,hsa-miR-10399-5p,0.18656079622612767,0.005788548933200927,0.230471243074497,Kendall
HDL,hsa-miR-10399-5p,0.19364180991719668,0.004275592520211373,0.20739634703673196,Kendall
TG,hsa-miR-10399-5p,-0.08636921553564027,0.20169584244994404,0.6880139824610397,Kendall
Creatinine,hsa-miR-10399-5p,-0.13443806469302902,0.048486572509578864,0.48262357145372714,Kendall
ALAT,hsa-miR-10399-5p,-0.11157228552342381,0.10086531657622867,0.5799160235854015,Kendall
ASAT,hsa-miR-10399-5p,0.0033466690566858874,0.9611397981725356,0.9938692956623455,Kendall
Glucose,hsa-miR-10399-5p,-0.060368661523417466,0.37754009122770166,0.81681723589956,Kendall
HbA1c,hsa-miR-10399-5p,-0.07591763371276633,0.39392398940690104,0.8247259693114694,Kendall
Target_fibrotic,hsa-miR-10399-5p,-0.04092237955355674,0.7076456434980334,0.948856062371977,Kendall
Target_lipidic,hsa-miR-10399-5p,-0.056511857478721214,0.6045387404373878,0.9122629789594779,Kendall
Target_necrotic,hsa-miR-10399-5p,0.0058478865536607,0.9572736482325047,0.9938692956623455,Kendall
Target_Calcific,hsa-miR-10399-5p,0.16953557243616363,0.12026697069679057,0.60640957578336,Kendall
Age,hsa-miR-103a-3p,-0.10360082815909574,0.07757456791240136,0.538100326063062,Kendall
BMI,hsa-miR-103a-3p,-0.12105614051578105,0.0364541642332403,0.4483862200688557,Kendall
WBC,hsa-miR-103a-3p,-0.04708323212444365,0.41604499840902537,0.8373031374940365,Kendall
RBC,hsa-miR-103a-3p,0.11500002229175202,0.04685578406468068,0.4763924120631839,Kendall
HGB,hsa-miR-103a-3p,0.08518763870659987,0.14385309673444882,0.6282731759295673,Kendall
HCT,hsa-miR-103a-3p,0.10159413734728376,0.07985462047343996,0.5445556145270908,Kendall
PLT,hsa-miR-103a-3p,-0.041879927317783616,0.4691007042305993,0.8667739108762159,Kendall
NE_abs,hsa-miR-103a-3p,6.486651606802254e-4,0.9910887807493405,0.9990262750258483,Kendall
LY_abs,hsa-miR-103a-3p,-0.02680573744971557,0.6479201572615025,0.9223162045114064,Kendall
MO_abs,hsa-miR-103a-3p,-0.04842361014861863,0.42609119568982035,0.8436091278848757,Kendall
Eo_Abs,hsa-miR-103a-3p,-0.03624159019180079,0.5666076051963653,0.8980030199582885,Kendall
Total_cholesterol,hsa-miR-103a-3p,0.04738626011548262,0.4118447764928425,0.8357991641453417,Kendall
LDL,hsa-miR-103a-3p,0.017954115241247785,0.755972153945248,0.9582510482839287,Kendall
HDL,hsa-miR-103a-3p,0.04796592096278947,0.40755980068370223,0.832056277757828,Kendall
TG,hsa-miR-103a-3p,-0.06637636495520875,0.25087795962877274,0.7318302743435174,Kendall
Creatinine,hsa-miR-103a-3p,-0.04487531971527514,0.4408410332795379,0.8517008464366811,Kendall
ALAT,hsa-miR-103a-3p,-0.05603193904043923,0.33491895538337074,0.7971567906984931,Kendall
ASAT,hsa-miR-103a-3p,-0.12718847091283,0.030219488329448825,0.4346428037728565,Kendall
Glucose,hsa-miR-103a-3p,0.04050493642634908,0.4883499034262497,0.8734360347740672,Kendall
HbA1c,hsa-miR-103a-3p,-0.0507928511030765,0.4938371614005901,0.8757813019517214,Kendall
Target_fibrotic,hsa-miR-103a-3p,-0.03884711779448621,0.6695260020604283,0.9320321548488745,Kendall
Target_lipidic,hsa-miR-103a-3p,0.020050125313283203,0.8256506301122496,0.9685801205789674,Kendall
Target_necrotic,hsa-miR-103a-3p,0.044500158875826035,0.6250081827704843,0.918637639999598,Kendall
Target_Calcific,hsa-miR-103a-3p,0.005012531328320801,0.9560820659144948,0.9938692956623455,Kendall
Age,hsa-miR-10527-5p,-0.15758239095188203,0.01269353206636878,0.33499252441819216,Kendall
BMI,hsa-miR-10527-5p,-0.07100112713262055,0.2546738591797328,0.736128217385648,Kendall
WBC,hsa-miR-10527-5p,0.05330198656897392,0.3926505355814489,0.8234080120702089,Kendall
RBC,hsa-miR-10527-5p,0.0469522047615064,0.45120030885838536,0.8587642242101571,Kendall
HGB,hsa-miR-10527-5p,0.04544628795459065,0.4691250202884049,0.8667739108762159,Kendall
HCT,hsa-miR-10527-5p,0.03030811724383834,0.627590456886797,0.918637639999598,Kendall
PLT,hsa-miR-10527-5p,0.017960334831450656,0.7731599301084474,0.9617345165266544,Kendall
NE_abs,hsa-miR-10527-5p,0.04204129948640364,0.5015521483599791,0.8789320069303032,Kendall
LY_abs,hsa-miR-10527-5p,0.023035777421768638,0.7156204995201165,0.9525012561728623,Kendall
MO_abs,hsa-miR-10527-5p,-0.014751117705790209,0.8219409923826126,0.9685801205789674,Kendall
Eo_Abs,hsa-miR-10527-5p,-0.08764729121772427,0.19836890487944767,0.6879984978900481,Kendall
Total_cholesterol,hsa-miR-10527-5p,0.08307555021551681,0.18162541746222347,0.6668634730702533,Kendall
LDL,hsa-miR-10527-5p,0.0749566675243246,0.2283591320207166,0.7148391117492577,Kendall
HDL,hsa-miR-10527-5p,-0.020213917534331133,0.7459093851162834,0.9566585611439493,Kendall
TG,hsa-miR-10527-5p,0.04517636400778717,0.4681103159319657,0.8667083790609004,Kendall
Creatinine,hsa-miR-10527-5p,-0.038410330124200455,0.5402105995829016,0.8922154095545277,Kendall
ALAT,hsa-miR-10527-5p,0.07628804320924513,0.22290082208023076,0.7111351841077487,Kendall
ASAT,hsa-miR-10527-5p,0.051964672168595724,0.4110691227741397,0.835234252999491,Kendall
Glucose,hsa-miR-10527-5p,0.2652015033876776,2.531236821638153e-5,0.013411660944187382,Kendall
HbA1c,hsa-miR-10527-5p,-0.19869798435406638,0.014690819425309537,0.3538124622431192,Kendall
Target_fibrotic,hsa-miR-10527-5p,-0.0658713222756695,0.5087348253732824,0.8820401822150802,Kendall
Target_lipidic,hsa-miR-10527-5p,0.03982917160854435,0.6894814215190265,0.9407224647796351,Kendall
Target_necrotic,hsa-miR-10527-5p,0.07508619650034018,0.45143203325956016,0.8589679130087985,Kendall
Target_Calcific,hsa-miR-10527-5p,0.04442484525568408,0.655841513110041,0.9245674053012614,Kendall
Age,hsa-miR-106b-3p,-0.18032426614502087,0.0025349480191348486,0.17174141723551573,Kendall
BMI,hsa-miR-106b-3p,-0.04537259477042671,0.44097226754350294,0.8517008464366811,Kendall
WBC,hsa-miR-106b-3p,0.15500825120379783,0.008499854509296302,0.2768684548746126,Kendall
RBC,hsa-miR-106b-3p,0.0714574076256401,0.22482235219324662,0.7143826074894415,Kendall
HGB,hsa-miR-106b-3p,0.030626113914153645,0.6055570033261417,0.9127082360854407,Kendall
HCT,hsa-miR-106b-3p,0.021085712405387307,0.7208837541636792,0.9542065658352192,Kendall
PLT,hsa-miR-106b-3p,0.12913091191404893,0.02824910918505649,0.4207105007683496,Kendall
NE_abs,hsa-miR-106b-3p,0.10888835602213184,0.06538484108576444,0.5206598675130005,Kendall
LY_abs,hsa-miR-106b-3p,0.00973322618279199,0.8705505390398528,0.976922794543256,Kendall
MO_abs,hsa-miR-106b-3p,0.0067892324540360545,0.9126751205282158,0.9834687399345482,Kendall
Eo_Abs,hsa-miR-106b-3p,-0.09491410981206942,0.14025105703704663,0.6256826534062245,Kendall
Total_cholesterol,hsa-miR-106b-3p,-0.06196819360366798,0.29154324692786276,0.7635550892924405,Kendall
LDL,hsa-miR-106b-3p,-0.030670978283002304,0.6018299920797243,0.9122449889457234,Kendall
HDL,hsa-miR-106b-3p,-0.07704169695244271,0.19109010025633863,0.6802796790483134,Kendall
TG,hsa-miR-106b-3p,-0.08129215325442687,0.1669496154910759,0.6512528558417039,Kendall
Creatinine,hsa-miR-106b-3p,-0.040566186963712704,0.493483167605297,0.8757813019517214,Kendall
ALAT,hsa-miR-106b-3p,0.11691137475542218,0.04800376768472774,0.4814024303400083,Kendall
ASAT,hsa-miR-106b-3p,0.0157675069833322,0.7917452906708816,0.964626193016168,Kendall
Glucose,hsa-miR-106b-3p,0.06145822041007231,0.3014594076573315,0.7722183832372518,Kendall
HbA1c,hsa-miR-106b-3p,-0.13440748200446323,0.07631709028099551,0.535416818456042,Kendall
Target_fibrotic,hsa-miR-106b-3p,-0.04169849223665609,0.6557358352896265,0.9245674053012614,Kendall
Target_lipidic,hsa-miR-106b-3p,0.01433385670635053,0.878203848778713,0.9784969444173043,Kendall
Target_necrotic,hsa-miR-106b-3p,0.05539816803702646,0.5537821323050811,0.8961206541945261,Kendall
Target_Calcific,hsa-miR-106b-3p,-0.015636934588746033,0.8672299504574424,0.9763400590948447,Kendall
Age,hsa-miR-106b-5p,-0.1722485483714458,0.0037465734156313752,0.19851075143745317,Kendall
BMI,hsa-miR-106b-5p,-0.04985582185593878,0.39474892072780277,0.8256217360445275,Kendall
WBC,hsa-miR-106b-5p,0.10324935570183164,0.07809621357832855,0.5406298684698764,Kendall
RBC,hsa-miR-106b-5p,0.16899221024582622,0.003910319750838582,0.20007935404755145,Kendall
HGB,hsa-miR-106b-5p,0.19730270258750204,8.256199275064177e-4,0.1211285777645569,Kendall
HCT,hsa-miR-106b-5p,0.15979642989451115,0.006498535345917054,0.2434157894319556,Kendall
PLT,hsa-miR-106b-5p,0.042951604605160204,0.4632825798949538,0.8654028786242481,Kendall
NE_abs,hsa-miR-106b-5p,0.1025053949895976,0.08124423787313868,0.5459612785074919,Kendall
LY_abs,hsa-miR-106b-5p,0.02865575832824353,0.629638075013071,0.918637639999598,Kendall
MO_abs,hsa-miR-106b-5p,0.005810551116812032,0.9248392151346994,0.9863049366268244,Kendall
Eo_Abs,hsa-miR-106b-5p,-0.05631225946408785,0.37910644289551787,0.817516311477237,Kendall
Total_cholesterol,hsa-miR-106b-5p,-0.09260875794062975,0.11311245818010607,0.5986862066908727,Kendall
LDL,hsa-miR-106b-5p,-0.011896098730932324,0.8388116746915744,0.9686911330901634,Kendall
HDL,hsa-miR-106b-5p,-0.07604805408131048,0.19458819987377302,0.6831791315707995,Kendall
TG,hsa-miR-106b-5p,-0.015944528510092572,0.7852612691306853,0.964626193016168,Kendall
Creatinine,hsa-miR-106b-5p,-0.036752273192269605,0.5329004045181238,0.8901970392766195,Kendall
ALAT,hsa-miR-106b-5p,0.05567296818675943,0.34392504462866774,0.8013515368537095,Kendall
ASAT,hsa-miR-106b-5p,0.026977694338397574,0.6497613730655474,0.9229480392602651,Kendall
Glucose,hsa-miR-106b-5p,0.03946060648419324,0.5048571191953526,0.8804517381890162,Kendall
HbA1c,hsa-miR-106b-5p,-0.013295796176586596,0.8610612913189466,0.9739012440964571,Kendall
Target_fibrotic,hsa-miR-106b-5p,-0.16271157773744033,0.08101804566467302,0.5449729477912771,Kendall
Target_lipidic,hsa-miR-106b-5p,0.1899382162433068,0.04167313795177515,0.46240344581306875,Kendall
Target_necrotic,hsa-miR-106b-5p,0.14914499042688154,0.10985050160063595,0.5976700276660193,Kendall
Target_Calcific,hsa-miR-106b-5p,-0.06936310286018373,0.45699552826394446,0.8625178680937285,Kendall
Age,hsa-miR-107,-0.08288177536896617,0.15827458858826887,0.6417956040118923,Kendall
BMI,hsa-miR-107,-0.05141487795813925,0.3746664548186904,0.8147390089656731,Kendall
WBC,hsa-miR-107,-0.028466801687005404,0.6231752941930088,0.918637639999598,Kendall
RBC,hsa-miR-107,0.15334919117210905,0.008087287280497336,0.2709952634507362,Kendall
HGB,hsa-miR-107,0.1392338610217213,0.01698315581170149,0.3680002721846603,Kendall
HCT,hsa-miR-107,0.15040704420593612,0.009566262499887117,0.2928551826632109,Kendall
PLT,hsa-miR-107,-0.03253967257960344,0.5740748726001541,0.9006841123367939,Kendall
NE_abs,hsa-miR-107,0.015039522249809128,0.7958233363557599,0.964626193016168,Kendall
LY_abs,hsa-miR-107,-0.03383530318320645,0.5646352792930838,0.8971838992529558,Kendall
MO_abs,hsa-miR-107,-0.022913778495550388,0.7066725320635743,0.9482876292331773,Kendall
Eo_Abs,hsa-miR-107,-0.07833999830582011,0.21579919219139487,0.7009849135960285,Kendall
Total_cholesterol,hsa-miR-107,0.04021937935802335,0.4864249659226007,0.8722104735178473,Kendall
LDL,hsa-miR-107,0.007531743044383563,0.8963519540257581,0.9814546736638099,Kendall
HDL,hsa-miR-107,0.02621373880942821,0.651072566560381,0.9237726384042629,Kendall
TG,hsa-miR-107,-0.033807095991496006,0.5589689170035267,0.8967462408773647,Kendall
Creatinine,hsa-miR-107,0.013234787208946525,0.8203092271301459,0.9685801205789674,Kendall
ALAT,hsa-miR-107,-0.011475237299117142,0.8435709885412759,0.9690960486433804,Kendall
ASAT,hsa-miR-107,-0.036665934326372454,0.5324381379728438,0.8901970392766195,Kendall
Glucose,hsa-miR-107,0.03803122896406871,0.5156118906279943,0.8851709692847824,Kendall
HbA1c,hsa-miR-107,0.012910891370418873,0.862152786981794,0.9740311836878964,Kendall
Target_fibrotic,hsa-miR-107,-0.03394108527050669,0.7099861262989183,0.9493668008246561,Kendall
Target_lipidic,hsa-miR-107,0.10308033304376105,0.25873026935110954,0.7400277090689593,Kendall
Target_necrotic,hsa-miR-107,0.023263217913953204,0.7988705813540488,0.964626193016168,Kendall
Target_Calcific,hsa-miR-107,-0.13953557277874973,0.12630949375020736,0.611536778436825,Kendall
Age,hsa-miR-10a-5p,0.2917670630415083,6.67731541650571e-7,9.198669717778266e-4,Kendall
BMI,hsa-miR-10a-5p,2.154023852593969e-4,0.997030193777747,0.9996424999623176,Kendall
WBC,hsa-miR-10a-5p,-0.1727103457562544,0.002851139536477037,0.17845336867919168,Kendall
RBC,hsa-miR-10a-5p,-0.15807119168941194,0.006294703489924226,0.2408773202144337,Kendall
HGB,hsa-miR-10a-5p,-0.10993003568125563,0.05928079110065667,0.5058157007948602,Kendall
HCT,hsa-miR-10a-5p,-0.0834561829643468,0.15020055246195724,0.6351832148861086,Kendall
PLT,hsa-miR-10a-5p,-0.09463356327077582,0.10187083210124806,0.5813473831925406,Kendall
NE_abs,hsa-miR-10a-5p,-0.164977172533004,0.004502940180781894,0.21244008195360062,Kendall
LY_abs,hsa-miR-10a-5p,-0.058753800042845965,0.3168704190777333,0.7849720223392456,Kendall
MO_abs,hsa-miR-10a-5p,-0.06765568226438205,0.2661383045558344,0.7437432707235103,Kendall
Eo_Abs,hsa-miR-10a-5p,-0.046842871676477216,0.4588856412860397,0.8625421926311193,Kendall
Total_cholesterol,hsa-miR-10a-5p,0.1612852073318354,0.005219059356262175,0.22190667188848062,Kendall
LDL,hsa-miR-10a-5p,0.06891369981820258,0.23292713348522992,0.7148391117492577,Kendall
HDL,hsa-miR-10a-5p,0.21978092773736568,1.4775637223945695e-4,0.04342282994856064,Kendall
TG,hsa-miR-10a-5p,-0.026356903426298452,0.6484345250199893,0.9224322611188943,Kendall
Creatinine,hsa-miR-10a-5p,0.0015175228889223477,0.9792056421202394,0.9953994507338395,Kendall
ALAT,hsa-miR-10a-5p,-0.12158281753176389,0.036410084001018084,0.4483862200688557,Kendall
ASAT,hsa-miR-10a-5p,-0.04757264389258904,0.41759300664228277,0.837374273581381,Kendall
Glucose,hsa-miR-10a-5p,0.01197726614757634,0.8376499880788453,0.9685801205789674,Kendall
HbA1c,hsa-miR-10a-5p,0.07707372928576285,0.29915735713361163,0.7708925835900923,Kendall
Target_fibrotic,hsa-miR-10a-5p,0.25187969924812026,0.005652145483435457,0.22773060717213714,Kendall
Target_lipidic,hsa-miR-10a-5p,-0.20300751879699244,0.025723085107808248,0.4096012702487567,Kendall
Target_necrotic,hsa-miR-10a-5p,-0.2663741904538882,0.0034367653440196,0.19090677169037906,Kendall
Target_Calcific,hsa-miR-10a-5p,-0.007518796992481202,0.934164681511476,0.9891358553472812,Kendall
